,lokasi,kota,harga,K_tidur,K_mandi,luas_tanah_m2,luas_bangunan_m2,taman,AC,jalur_telepon,kolam_renang,CCTV
714,Babakan Madang,Bogor,1400000000,3,2,96,102,yes,no,no,no,no
715,Babakan Madang,Bogor,890000000,3,3,84,120,yes,no,no,no,no
716,Babakan Madang,Bogor,860000000,2,1,72,54,yes,no,no,no,no
717,Babakan Madang,Bogor,730000000,2,1,72,50,no,no,no,no,no
718,Babakan Madang,Bogor,1020000000,4,2,90,45,no,no,no,no,no
719,Babakan Madang,Bogor,650000000,3,2,72,90,no,no,no,no,no
720,Babakan Madang,Bogor,1560000000,3,2,91,84,no,no,no,no,no
721,Babakan Madang,Bogor,2200000000,3,3,140,200,no,no,no,no,no
722,Babakan Madang,Bogor,950000000,2,1,90,100,no,no,yes,no,no
723,Babakan Madang,Bogor,1450000000,3,3,70,85,yes,no,no,no,no
724,Babakan Madang,Bogor,1220000000,3,2,90,110,yes,no,no,no,no
725,Babakan Madang,Bogor,1450000000,3,3,70,85,yes,no,no,no,no
726,Babakan Madang,Bogor,950000000,3,2,90,150,yes,no,no,no,no
727,Babakan Madang,Bogor,2950000000,3,3,400,125,no,no,yes,no,no
728,Babakan Madang,Bogor,4500000000,4,5,303,350,yes,no,no,yes,no
729,Babakan Madang,Bogor,12500000000,5,7,1610,500,no,no,yes,yes,no
730,Babakan Madang,Bogor,730000000,2,1,72,50,yes,no,no,no,no
731,Babakan Madang,Bogor,1160000000,3,2,151,81,yes,no,no,no,no
732,Babakan Madang,Bogor,4800000000,4,4,478,400,no,no,no,yes,no
733,Babakan Madang,Bogor,1050000000,3,2,84,89,yes,no,yes,no,no
734,Babakan Madang,Bogor,1400000000,3,2,96,102,yes,no,no,no,no
735,Babakan Madang,Bogor,1400000000,3,3,168,214,yes,no,no,no,no
736,Bogor Barat,Bogor,1120000000,2,1,135,50,yes,no,no,no,no
737,Sukaraja,Bogor,1350000000,3,3,147,126,yes,no,no,no,no
738,Sukaraja,Bogor,2100000000,2,1,112,98,no,no,no,no,no
739,Sukaraja,Bogor,400000000,2,1,91,40,no,no,yes,no,no
740,Sukaraja,Bogor,1350000000,3,3,147,126,yes,no,no,no,no
741,Sukaraja,Bogor,620000000,2,1,82,40,yes,no,no,no,no
742,Sukaraja,Bogor,1350000000,3,3,147,126,yes,no,no,no,no
743,Sukaraja,Bogor,890000000,2,1,84,51,yes,no,no,no,no
744,Sukaraja,Bogor,750000000,2,1,91,47,yes,no,no,no,no
745,Sukaraja,Bogor,810000000,3,2,101,45,yes,no,no,no,no
746,Sukaraja,Bogor,810000000,3,2,101,45,yes,no,no,no,no
747,Sukaraja,Bogor,790000000,2,2,78,60,yes,no,no,no,no
748,Sukaraja,Bogor,1500000000,2,2,103,55,no,no,yes,no,no
749,Sukaraja,Bogor,1500000000,2,2,103,55,no,no,yes,no,no
750,Sukaraja,Bogor,2100000000,2,1,112,98,no,no,no,no,no
751,Bogor Timur,Bogor,1590000000,2,2,72,73,no,no,no,no,no
752,Cijeruk,Bogor,750000000,2,1,75,45,yes,no,no,no,no
753,Cijeruk,Bogor,590000000,2,1,84,36,yes,no,no,no,no
754,Bogor Utara,Bogor,1700000000,5,3,114,100,no,no,yes,no,no
755,Bogor Utara,Bogor,1700000000,5,3,114,100,no,no,yes,no,no
756,Tanah Sareal,Bogor,590000000,2,1,72,46,no,no,yes,no,no
757,Tanah Sareal,Bogor,500000000,2,1,72,39,no,yes,yes,no,no
758,Tanah Sareal,Bogor,890000000,2,1,90,45,yes,yes,no,no,no
759,Tanah Sareal,Bogor,730000000,2,2,65,115,yes,no,no,no,no
760,Tanah Sareal,Bogor,730000000,2,2,65,115,yes,no,no,no,no
761,Tanah Sareal,Bogor,535000000,2,1,87,45,yes,no,no,no,no
762,Tanah Sareal,Bogor,1710000000,4,2,166,104,yes,no,no,no,no
763,Tanah Sareal,Bogor,535000000,2,1,84,38,yes,no,no,no,no
764,Tanah Sareal,Bogor,750000000,2,1,104,36,no,no,yes,no,no
765,Tanah Sareal,Bogor,1350000000,3,2,180,140,no,no,yes,no,no
766,Tanah Sareal,Bogor,650000000,2,1,72,46,yes,no,no,no,no
767,Tanah Sareal,Bogor,590000000,2,1,72,46,no,no,yes,no,no
768,Tanah Sareal,Bogor,1500000000,4,3,150,167,yes,no,no,no,no
769,Tanah Sareal,Bogor,730000000,2,2,65,115,yes,no,no,no,no
770,Tanah Sareal,Bogor,2140000000,3,2,193,170,yes,no,no,no,no
771,Tanah Sareal,Bogor,990000000,4,2,73,88,yes,no,no,no,no
772,Tanah Sareal,Bogor,860000000,2,1,72,54,no,no,no,no,no
773,Tanah Sareal,Bogor,950000000,2,2,84,48,yes,no,no,no,no
774,Tanah Sareal,Bogor,850000000,2,1,88,52,yes,no,no,no,no
775,Tanah Sareal,Bogor,1020000000,3,1,78,94,yes,no,no,no,no
776,Tanah Sareal,Bogor,780000000,2,2,108,90,yes,no,no,no,no
777,Tanah Sareal,Bogor,750000000,1,1,105,80,yes,no,no,no,no
778,Tanah Sareal,Bogor,2140000000,3,2,193,170,yes,no,no,no,no
779,Tanah Sareal,Bogor,860000000,4,3,93,143,yes,no,no,no,no
780,Tanah Sareal,Bogor,1980000000,4,3,180,200,yes,no,no,no,no
781,Tanah Sareal,Bogor,275000000,2,1,72,50,no,no,yes,no,no
782,Tanah Sareal,Bogor,810000000,2,1,90,60,yes,no,no,no,no
783,Tanah Sareal,Bogor,750000000,2,1,98,48,yes,no,no,no,no
784,Tanah Sareal,Bogor,820000000,2,1,78,54,no,yes,yes,no,no
785,Tanah Sareal,Bogor,620000000,2,1,82,40,no,no,no,no,no
786,Tanah Sareal,Bogor,909000000,3,2,72,100,yes,no,no,no,no
787,Tanah Sareal,Bogor,730000000,2,1,100,63,yes,no,no,no,no
788,Tanah Sareal,Bogor,1980000000,6,3,120,155,no,yes,yes,no,no
789,Tanah Sareal,Bogor,1500000000,4,3,150,167,yes,no,no,no,no
790,Tanah Sareal,Bogor,1020000000,3,1,78,94,yes,no,no,no,no
791,Tanah Sareal,Bogor,1320000000,3,2,119,64,no,yes,yes,no,no
792,Tanah Sareal,Bogor,1450000000,3,3,70,85,yes,no,no,no,no
793,Tanah Sareal,Bogor,780000000,2,1,127,65,yes,no,no,no,no
794,Tanah Sareal,Bogor,535000000,2,1,84,38,yes,no,no,no,no
795,Tanah Sareal,Bogor,1710000000,4,2,166,104,yes,no,no,no,no
796,Tanah Sareal,Bogor,535000000,2,1,87,45,yes,no,no,no,no
797,Tanah Sareal,Bogor,730000000,2,2,65,115,yes,no,no,no,no
798,Tanah Sareal,Bogor,890000000,2,1,90,45,yes,yes,no,no,no
799,Tanah Sareal,Bogor,500000000,2,1,72,39,no,yes,yes,no,no
800,Tanah Sareal,Bogor,750000000,2,1,104,36,no,no,yes,no,no
801,Tenjo,Bogor,700000000,2,2,108,105,yes,no,no,no,no
802,Beji,Depok,1820000000,3,2,72,144,yes,no,no,no,no
803,Beji,Depok,730000000,2,1,93,45,yes,no,no,no,no
804,Beji,Depok,1050000000,2,1,90,50,no,no,yes,no,no
805,Beji,Depok,830000000,2,1,78,45,yes,no,no,no,no
806,Beji,Depok,1040000000,2,1,95,100,yes,no,no,no,no
807,Beji,Depok,1180000000,3,3,76,70,yes,no,no,no,no
808,Beji,Depok,1040000000,2,1,95,100,no,no,no,no,no
809,Beji,Depok,1780000000,5,4,101,140,no,no,yes,no,no
810,Beji,Depok,1500000000,3,2,108,189,yes,no,no,no,no
811,Beji,Depok,4020000000,3,2,123,180,yes,no,no,no,no
812,Beji,Depok,2950000000,5,4,135,200,yes,no,no,no,no
813,Beji,Depok,540000000,2,1,75,36,yes,no,no,no,no
814,Beji,Depok,1720000000,3,2,128,70,no,no,no,no,no
815,Beji,Depok,1400000000,3,3,160,190,yes,no,no,no,no
816,Beji,Depok,970000000,2,2,100,95,no,no,no,no,no
817,Beji,Depok,650000000,2,1,77,36,no,no,no,no,no
818,Beji,Depok,1630000000,3,2,90,62,no,no,yes,no,no
819,Beji,Depok,819000000,2,1,72,36,no,no,no,no,no
820,Beji,Depok,1400000000,4,3,105,115,no,no,no,no,no
821,Beji,Depok,900000000,2,1,60,75,no,no,yes,no,no
822,Beji,Depok,1790000000,3,2,98,130,no,no,no,no,no
823,Beji,Depok,400000000,2,1,60,40,yes,no,no,no,no
824,Beji,Depok,1820000000,3,2,124,114,yes,no,no,no,no
825,Beji,Depok,860000000,3,1,125,100,yes,no,no,no,no
826,Beji,Depok,1500000000,5,3,135,150,yes,no,no,no,no
827,Beji,Depok,2240000000,3,4,105,100,yes,no,no,no,no
828,Beji,Depok,810000000,4,2,60,90,yes,no,no,no,no
829,Beji,Depok,1100000000,3,2,60,90,yes,no,yes,no,no
830,Beji,Depok,3550000000,18,18,126,313,yes,no,no,no,no
831,Beji,Depok,2290000000,10,10,82,210,yes,no,yes,no,no
832,Beji,Depok,1820000000,3,2,72,144,yes,no,no,no,no
833,Beji,Depok,730000000,2,1,93,45,yes,no,no,no,no
834,Beji,Depok,1050000000,2,1,90,50,no,no,yes,no,no
835,Beji,Depok,2290000000,10,10,82,210,yes,no,no,no,no
836,Beji,Depok,830000000,2,1,78,45,yes,no,no,no,no
837,Beji,Depok,1040000000,2,1,95,100,yes,no,no,no,no
838,Beji,Depok,1180000000,3,3,76,70,yes,no,no,no,no
839,Beji,Depok,4020000000,3,2,123,180,yes,no,no,no,no
840,Beji,Depok,2600000000,12,4,312,420,no,no,no,no,no
841,Beji,Depok,2950000000,5,4,135,200,yes,no,no,no,no
842,Beji,Depok,540000000,2,1,75,36,yes,no,no,no,no
843,Beji,Depok,1720000000,3,2,128,70,no,no,no,no,no
844,Beji,Depok,1400000000,3,3,160,190,yes,no,no,no,no
845,Beji,Depok,970000000,2,2,100,95,no,no,no,no,no
846,Bojong Sari,Depok,1220000000,3,2,72,90,yes,no,no,no,no
847,Bojong Sari,Depok,600000000,2,1,82,39,yes,no,no,no,no
848,Bojong Sari,Depok,1290000000,3,2,105,120,no,no,no,no,no
849,Bojong Sari,Depok,772000000,2,2,109,200,no,no,no,yes,no
850,Bojong Sari,Depok,1220000000,3,2,72,90,yes,no,no,no,no
851,Bojong Sari,Depok,600000000,2,1,82,39,yes,no,no,no,no
852,Bojong Sari,Depok,1290000000,3,2,105,120,no,no,no,no,no
853,Cilodong,Depok,655000000,3,2,48,50,yes,no,no,no,no
854,Cilodong,Depok,581000000,2,2,43,42,yes,no,no,no,no
855,Cilodong,Depok,765000000,3,2,72,66,yes,no,yes,no,no
856,Cilodong,Depok,700000000,2,1,78,36,no,no,no,no,no
857,Cilodong,Depok,1820000000,4,2,124,39,no,no,no,no,no
858,Cilodong,Depok,780000000,3,2,60,60,no,no,no,no,no
859,Cilodong,Depok,780000000,2,1,91,60,no,no,no,no,no
860,Cilodong,Depok,990000000,3,2,72,90,yes,no,no,no,no
861,Cilodong,Depok,1490000000,4,3,90,100,no,no,no,no,no
862,Cilodong,Depok,1340000000,4,3,90,100,yes,no,no,no,no
863,Cilodong,Depok,920000000,2,2,84,70,yes,no,no,no,no
864,Cilodong,Depok,1080000000,3,2,72,90,no,no,yes,no,no
865,Cilodong,Depok,610000000,2,1,72,41,yes,no,no,no,no
866,Cilodong,Depok,810000000,2,1,172,65,yes,no,no,no,no
867,Cilodong,Depok,740000000,2,1,84,70,yes,no,no,no,no
868,Cilodong,Depok,950000000,3,3,75,80,no,no,yes,no,no
869,Cilodong,Depok,700000000,2,1,72,36,no,no,no,no,no
870,Cilodong,Depok,1400000000,3,3,160,190,no,no,no,no,no
871,Cilodong,Depok,627000000,2,1,61,40,no,no,yes,no,no
872,Cilodong,Depok,1880000000,3,3,160,150,yes,no,no,no,no
873,Cilodong,Depok,643000000,2,2,45,48,no,yes,yes,no,no
874,Cilodong,Depok,600000000,2,1,83,54,no,no,yes,no,no
875,Cilodong,Depok,1160000000,2,1,98,45,yes,no,no,no,no
876,Cilodong,Depok,800000000,3,2,65,78,yes,no,no,no,no
877,Cilodong,Depok,600000000,2,1,60,38,yes,no,no,no,no
878,Cilodong,Depok,895000000,3,2,70,70,yes,no,yes,no,no
879,Cilodong,Depok,2560000000,3,3,135,91,yes,no,no,no,no
880,Cilodong,Depok,1490000000,4,3,90,100,no,no,no,no,no
881,Cilodong,Depok,1490000000,4,3,90,100,no,no,no,no,no
882,Cilodong,Depok,880000000,2,2,138,84,yes,no,no,no,no
883,Cilodong,Depok,870000000,2,1,120,38,yes,no,no,no,no
884,Cilodong,Depok,1070000000,3,2,140,100,yes,no,no,no,no
885,Cilodong,Depok,1040000000,2,1,98,45,no,no,yes,no,no
886,Cilodong,Depok,1180000000,4,2,72,144,yes,no,no,no,no
887,Cilodong,Depok,1580000000,3,2,105,150,yes,no,no,no,no
888,Cilodong,Depok,750000000,2,1,84,60,yes,no,no,no,no
889,Cilodong,Depok,581000000,2,2,43,42,yes,no,no,no,no
890,Cilodong,Depok,765000000,3,2,72,66,yes,no,yes,no,no
891,Cilodong,Depok,700000000,2,1,78,36,no,no,no,no,no
892,Cilodong,Depok,1820000000,4,2,124,39,no,no,no,no,no
893,Cilodong,Depok,780000000,3,2,60,60,no,no,no,no,no
894,Cilodong,Depok,780000000,2,1,91,60,no,no,no,no,no
895,Cilodong,Depok,990000000,3,2,72,90,yes,no,no,no,no
896,Cilodong,Depok,1490000000,4,3,90,100,no,no,no,no,no
897,Cilodong,Depok,1340000000,4,3,90,100,yes,no,no,no,no
898,Cilodong,Depok,920000000,2,2,84,70,yes,no,no,no,no
899,Cilodong,Depok,610000000,2,1,72,41,yes,no,no,no,no
900,Cilodong,Depok,810000000,2,1,172,65,yes,no,no,no,no
901,Cilodong,Depok,740000000,2,1,84,70,yes,no,no,no,no
902,Cimanggis,Depok,1610000000,3,2,131,160,yes,no,no,no,no
903,Cimanggis,Depok,1340000000,2,1,103,60,yes,no,no,no,no
904,Cimanggis,Depok,1290000000,3,2,185,100,no,no,no,no,no
905,Cimanggis,Depok,1130000000,3,3,93,123,yes,no,yes,no,no
906,Cimanggis,Depok,1500000000,3,3,102,107,no,no,no,no,no
907,Cimanggis,Depok,1300000000,3,3,150,150,no,no,no,no,no
908,Cimanggis,Depok,1850000000,3,2,130,121,yes,no,no,no,no
909,Cimanggis,Depok,1580000000,3,2,105,150,no,no,yes,no,no
910,Cimanggis,Depok,1070000000,3,2,74,55,yes,no,no,no,no
911,Cimanggis,Depok,1610000000,3,4,170,120,yes,no,no,no,no
912,Cimanggis,Depok,810000000,2,2,70,80,yes,no,no,no,no
913,Cimanggis,Depok,729000000,3,2,67,60,no,yes,yes,no,no
914,Cimanggis,Depok,1550000000,3,3,199,130,no,no,no,no,no
915,Cimanggis,Depok,3110000000,4,3,160,156,no,no,yes,no,no
916,Cimanggis,Depok,1720000000,5,2,104,126,yes,no,no,no,no
917,Cimanggis,Depok,1930000000,4,1,128,165,yes,no,no,no,no
918,Cimanggis,Depok,1930000000,3,2,96,180,yes,no,no,no,no
919,Cimanggis,Depok,1300000000,4,2,137,130,no,no,yes,no,no
920,Cimanggis,Depok,680000000,4,2,63,63,yes,no,no,no,no
921,Cimanggis,Depok,1930000000,4,3,106,165,no,no,no,no,no
922,Cimanggis,Depok,550000000,2,1,61,36,yes,no,yes,no,no
923,Cimanggis,Depok,2360000000,3,3,128,160,yes,no,no,no,no
924,Cimanggis,Depok,1070000000,3,3,93,123,yes,no,no,no,no
925,Cimanggis,Depok,1160000000,2,1,98,45,yes,no,no,no,no
926,Cimanggis,Depok,750000000,3,1,93,60,yes,no,no,no,no
927,Cimanggis,Depok,910000000,2,1,90,54,yes,no,no,no,no
928,Cimanggis,Depok,1200000000,3,3,129,120,no,no,yes,no,no
929,Cimanggis,Depok,2680000000,4,4,132,120,yes,no,no,no,no
930,Cimanggis,Depok,730000000,2,1,40,60,yes,no,yes,no,no
931,Cimanggis,Depok,1620000000,4,2,105,130,yes,no,no,no,no
932,Cimanggis,Depok,1260000000,3,3,93,123,yes,no,no,no,no
933,Cimanggis,Depok,1610000000,3,2,131,160,yes,no,no,no,no
934,Cimanggis,Depok,1340000000,2,1,103,60,yes,no,no,no,no
935,Cimanggis,Depok,2140000000,2,1,337,70,yes,no,no,no,no
936,Cimanggis,Depok,1290000000,3,2,185,100,no,no,no,no,no
937,Cimanggis,Depok,1130000000,3,3,93,123,yes,no,yes,no,no
938,Cimanggis,Depok,1500000000,3,3,102,107,no,no,no,no,no
939,Cimanggis,Depok,1610000000,3,4,170,120,yes,no,no,no,no
940,Cimanggis,Depok,810000000,2,2,70,80,yes,no,no,no,no
941,Cimanggis,Depok,729000000,3,2,67,60,no,yes,yes,no,no
942,Cimanggis,Depok,1550000000,3,3,199,130,no,no,no,no,no
943,Sawangan,Depok,850000000,3,2,96,70,no,no,no,no,no
944,Cinere,Depok,1700000000,3,3,72,128,no,no,yes,no,no
945,Cinere,Depok,1610000000,3,2,112,70,no,no,no,no,no
946,Cinere,Depok,750000000,4,2,91,70,no,no,no,no,no
947,Cinere,Depok,1360000000,4,2,105,156,yes,no,no,no,no
948,Cinere,Depok,1850000000,4,3,96,138,no,no,yes,no,no
949,Cinere,Depok,2400000000,3,4,90,130,no,no,no,no,no
950,Cinere,Depok,1930000000,3,3,90,170,no,yes,yes,no,no
951,Cinere,Depok,2300000000,4,3,100,110,yes,no,no,no,no
952,Cinere,Depok,700000000,3,2,96,80,no,no,no,no,no
953,Cinere,Depok,1720000000,2,3,90,140,yes,no,no,no,no
954,Cinere,Depok,1920000000,3,3,117,120,yes,no,no,no,no
955,Cinere,Depok,2000000000,3,3,72,96,yes,no,no,no,no
956,Cinere,Depok,1070000000,2,2,40,90,no,no,yes,no,no
957,Cinere,Depok,1020000000,2,1,84,40,no,no,no,no,no
958,Cinere,Depok,650000000,2,1,77,36,no,no,no,no,no
959,Cinere,Depok,4020000000,3,2,123,180,no,no,no,no,no
960,Cinere,Depok,1950000000,3,2,90,105,no,no,yes,no,no
961,Cinere,Depok,5000000000,1,1,175,171,no,no,no,no,no
962,Cinere,Depok,4400000000,3,2,175,180,no,no,no,no,no
963,Cinere,Depok,5100000000,4,3,175,171,yes,no,no,no,no
964,Cinere,Depok,1450000000,3,2,104,150,no,no,no,no,no
965,Cinere,Depok,810000000,4,2,86,86,no,no,no,no,no
966,Cinere,Depok,1040000000,2,1,95,100,no,no,no,no,no
967,Cinere,Depok,1720000000,3,2,128,70,no,no,no,no,no
968,Cinere,Depok,5200000000,4,4,300,400,no,no,no,no,no
969,Cinere,Depok,3200000000,4,4,180,230,no,no,no,no,no
970,Cinere,Depok,1830000000,2,2,113,150,no,no,no,no,no
971,Cinere,Depok,2090000000,2,2,120,83,yes,no,no,no,no
972,Cinere,Depok,1660000000,3,2,105,89,yes,no,no,no,no
973,Cinere,Depok,2630000000,4,3,160,170,no,no,no,no,no
974,Cinere,Depok,1640000000,3,2,60,73,yes,no,no,no,no
975,Cinere,Depok,950000000,3,3,78,120,yes,no,no,no,no
976,Cinere,Depok,2500000000,4,2,237,190,no,yes,yes,no,no
977,Cinere,Depok,3390000000,6,5,480,360,no,no,yes,no,no
978,Cinere,Depok,1700000000,3,3,72,128,no,no,yes,no,no
979,Cinere,Depok,1610000000,3,2,112,70,no,no,no,no,no
980,Cinere,Depok,2350000000,5,4,240,170,no,no,yes,no,no
981,Cinere,Depok,4000000000,6,6,700,252,no,no,yes,no,no
982,Cinere,Depok,700000000,3,2,96,80,no,no,no,no,no
983,Cinere,Depok,1720000000,2,3,90,140,yes,no,no,no,no
984,Cinere,Depok,1920000000,3,3,117,120,yes,no,no,no,no
985,Cipayung,Depok,910000000,3,3,78,69,yes,no,no,no,no
986,Cipayung,Depok,910000000,2,2,108,85,yes,no,no,no,no
987,Cipayung,Depok,650000000,2,1,72,48,yes,no,no,no,no
988,Cipayung,Depok,830000000,2,1,45,78,no,no,no,no,no
989,Cipayung,Depok,1180000000,3,3,76,70,no,no,no,no,no
990,Pancoran Mas,Depok,490000000,2,1,62,40,yes,no,no,no,no
991,Pancoran Mas,Depok,730000000,2,1,93,45,no,no,no,no,no
992,Pancoran Mas,Depok,1400000000,3,3,160,190,no,no,no,no,no
993,Pancoran Mas,Depok,649000000,3,2,60,120,no,no,yes,no,no
994,Pancoran Mas,Depok,1880000000,3,3,160,150,no,no,no,no,no
995,Pancoran Mas,Depok,910000000,3,3,78,69,no,no,no,no,no
996,Pancoran Mas,Depok,910000000,3,3,78,69,no,no,no,no,no
997,Pancoran Mas,Depok,195000000,2,1,50,40,yes,yes,no,no,no
998,Pancoran Mas,Depok,200000000,2,1,50,30,yes,no,yes,no,no
999,Pancoran Mas,Depok,1500000000,3,2,108,189,yes,no,no,no,no
1000,Pancoran Mas,Depok,590000000,2,1,84,36,yes,no,no,no,no
1001,Pancoran Mas,Depok,1400000000,3,2,105,55,yes,no,no,no,no
1002,Pancoran Mas,Depok,650000000,2,2,72,51,yes,no,no,no,no
1003,Pancoran Mas,Depok,535000000,2,1,68,36,yes,no,no,no,no
1004,Pancoran Mas,Depok,1820000000,3,2,72,144,no,no,no,no,no
1005,Pancoran Mas,Depok,2140000000,4,2,130,196,no,no,no,no,no
1006,Pancoran Mas,Depok,397000000,2,1,84,36,no,no,yes,no,no
1007,Pancoran Mas,Depok,750000000,2,1,75,45,yes,no,no,no,no
1008,Pancoran Mas,Depok,195000000,2,1,50,36,yes,no,no,no,yes
1009,Pancoran Mas,Depok,195000000,2,1,50,36,yes,no,no,no,yes
1010,Pancoran Mas,Depok,145000000,2,1,30,30,no,no,no,no,no
1011,Pancoran Mas,Depok,1230000000,3,2,150,75,yes,no,no,no,no
1012,Pancoran Mas,Depok,200000000,2,1,50,40,no,no,yes,no,no
1013,Pancoran Mas,Depok,490000000,2,1,62,40,yes,no,no,no,no
1014,Pancoran Mas,Depok,730000000,2,1,93,45,no,no,no,no,no
1015,Pancoran Mas,Depok,1400000000,3,3,160,190,no,no,no,no,no
1016,Pancoran Mas,Depok,649000000,3,2,60,120,no,no,yes,no,no
1017,Pancoran Mas,Depok,590000000,2,1,84,36,yes,no,no,no,no
1018,Pancoran Mas,Depok,1400000000,3,2,105,55,yes,no,no,no,no
1019,Pancoran Mas,Depok,650000000,2,2,72,51,yes,no,no,no,no
1020,Pancoran Mas,Depok,535000000,2,1,68,36,yes,no,no,no,no
1021,Pancoran Mas,Depok,1400000000,2,2,234,60,yes,no,no,no,no
1022,Cimanggis,Depok,994000000,2,1,78,42,no,no,yes,no,no
1023,Cimanggis,Depok,1770000000,3,3,87,90,no,no,yes,no,no
1024,Cimanggis,Depok,756000000,3,2,50,53,yes,no,no,no,no
1025,Cimanggis,Depok,756000000,3,2,50,53,yes,yes,no,no,no
1026,Cimanggis,Depok,1100000000,3,2,70,74,yes,no,no,no,no
1027,Cimanggis,Depok,1300000000,3,3,52,103,yes,no,yes,no,no
1028,Cimanggis,Depok,1430000000,3,2,52,103,yes,yes,no,no,no
1029,Cimanggis,Depok,1430000000,3,2,87,107,yes,no,no,no,no
1030,Cimanggis,Depok,1430000000,3,2,87,107,yes,no,no,no,no
1031,Cimanggis,Depok,756000000,3,2,50,53,yes,yes,no,no,no
1032,Beji,Depok,1150000000,4,2,80,138,no,no,yes,no,no
1033,Limo,Depok,700000000,3,2,96,80,no,no,no,no,no
1034,Limo,Depok,1820000000,6,5,150,180,no,no,no,no,no
1035,Limo,Depok,995000000,3,3,100,66,yes,no,no,no,no
1036,Limo,Depok,590000000,2,1,75,50,yes,no,no,no,no
1037,Limo,Depok,650000000,2,10,75,45,yes,no,no,no,no
1038,Limo,Depok,1050000000,3,2,72,110,yes,no,no,no,no
1039,Limo,Depok,590000000,2,1,72,40,yes,no,no,no,no
1040,Limo,Depok,613000000,3,2,46,47,yes,no,yes,no,no
1041,Limo,Depok,780000000,4,1,90,160,no,no,no,no,no
1042,Limo,Depok,1930000000,2,2,180,100,yes,no,no,no,no
1043,Limo,Depok,1040000000,2,1,95,100,yes,no,no,no,no
1044,Limo,Depok,107000000000,2,2,40,90,no,no,no,no,no
1045,Limo,Depok,750000000,2,1,77,36,yes,no,no,no,no
1046,Limo,Depok,1640000000,3,2,84,95,yes,no,no,no,no
1047,Limo,Depok,970000000,2,1,83,83,yes,no,no,no,no
1048,Limo,Depok,1720000000,3,2,76,130,yes,no,no,no,no
1049,Limo,Depok,1660000000,3,2,105,89,no,yes,yes,no,no
1050,Limo,Depok,700000000,3,2,96,80,no,no,no,no,no
1051,Limo,Depok,1820000000,6,5,150,180,no,no,no,no,no
1052,Limo,Depok,590000000,2,1,75,50,yes,no,no,no,no
1053,Limo,Depok,650000000,2,10,75,45,yes,no,no,no,no
1054,Pancoran Mas,Depok,2610000000,3,4,194,120,yes,no,yes,no,no
1055,Pancoran Mas,Depok,590000000,2,1,86,60,yes,no,no,no,no
1056,Pancoran Mas,Depok,2040000000,3,3,150,115,yes,no,no,no,no
1057,Pancoran Mas,Depok,1140000000,4,2,90,168,yes,no,no,no,no
1058,Pancoran Mas,Depok,750000000,2,2,91,70,yes,no,no,no,no
1059,Pancoran Mas,Depok,1050000000,2,1,90,38,no,no,yes,no,no
1060,Pancoran Mas,Depok,1360000000,3,3,84,88,no,no,no,no,no
1061,Pancoran Mas,Depok,1340000000,3,2,105,150,yes,no,no,no,no
1062,Pancoran Mas,Depok,700000000,3,2,83,80,yes,no,no,no,no
1063,Pancoran Mas,Depok,2610000000,3,4,194,120,yes,no,yes,no,no
1064,Pancoran Mas,Depok,590000000,2,1,86,60,yes,no,no,no,no
1065,Pancoran Mas,Depok,2040000000,3,3,150,115,yes,no,no,no,no
1066,Pancoran Mas,Depok,1140000000,4,2,90,168,yes,no,no,no,no
1067,Cimanggis,Depok,1300000000,3,3,95,90,no,no,yes,no,no
1068,Pancoran Mas,Depok,583000000,3,2,40,60,no,no,no,no,no
1069,Pancoran Mas,Depok,1500000000,5,3,135,150,yes,no,no,no,no
1070,Pancoran Mas,Depok,2890000000,5,3,123,170,yes,no,no,no,no
1071,Pancoran Mas,Depok,590000000,2,1,45,72,yes,no,no,no,no
1072,Pancoran Mas,Depok,1070000000,2,3,133,100,yes,no,no,no,no
1073,Pancoran Mas,Depok,850000000,2,2,125,100,no,no,yes,no,no
1074,Pancoran Mas,Depok,1290000000,3,2,105,120,yes,no,no,no,no
1075,Pancoran Mas,Depok,660000000,2,1,82,50,no,no,no,no,no
1076,Pancoran Mas,Depok,1250000000,3,3,85,135,no,no,no,no,no
1077,Pancoran Mas,Depok,2790000000,5,4,171,200,no,no,yes,no,no
1078,Pancoran Mas,Depok,810000000,4,2,86,86,yes,no,no,no,no
1079,Pancoran Mas,Depok,860000000,3,1,125,100,yes,no,no,no,no
1080,Pancoran Mas,Depok,750000000,4,2,91,70,no,no,no,no,no
1081,Pancoran Mas,Depok,860000000,3,2,78,120,yes,no,no,no,no
1082,Pancoran Mas,Depok,910000000,2,1,80,72,yes,no,no,no,no
1083,Pancoran Mas,Depok,1320000000,3,2,72,90,no,no,no,no,no
1084,Pancoran Mas,Depok,1590000000,3,3,106,150,no,no,no,no,no
1085,Pancoran Mas,Depok,1190000000,4,3,85,120,no,no,no,no,no
1086,Pancoran Mas,Depok,960000000,3,3,76,120,no,no,no,no,no
1087,Pancoran Mas,Depok,1500000000,5,3,135,150,yes,no,no,no,no
1088,Pancoran Mas,Depok,2890000000,5,3,123,170,yes,no,no,no,no
1089,Pancoran Mas,Depok,590000000,2,1,45,72,yes,no,no,no,no
1090,Pancoran Mas,Depok,2790000000,5,4,171,200,no,no,yes,no,no
1091,Pancoran Mas,Depok,1290000000,3,2,105,120,yes,no,no,no,no
1092,Pancoran Mas,Depok,660000000,2,1,82,50,no,no,no,no,no
